# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Mar 30 11:27:40 2017
#
# CONSTRAINT:  where (pl_pnum > 1
# CONSTRAINT:  )
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i)Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i)Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i)Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_k2flag:      K2 Mission Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_massblend:   Stellar Mass Blend Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_radblend:    Stellar Radius Blend Flag
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_rade:        Planet Radius [Earth radii]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth radii]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth radii]
# COLUMN pl_radelim:     Planet Radius Limit Flag
#
rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend,rowupdate,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim
1989,Kepler-247,b,Transit,3,3.33616000,0.00000700,-0.00000700,0,0.042000,,,0,,,,,,,,,,,,,,0.146,0.041,-0.041,0,,,,,1,1,0,,,,,,0.77,0.21,-0.21,0,0,2014-05-14,1.640,0.460,-0.460,0
1990,Kepler-247,c,Transit,3,9.43945200,0.00000700,-0.00000700,0,0.084000,,,0,,,,,,,,,,,,,,0.365,0.102,-0.102,0,,,,,1,1,0,,,,,,0.77,0.21,-0.21,0,0,2014-05-14,4.090,1.140,-1.140,0
1991,Kepler-247,d,Transit,3,20.47791200,0.00002600,-0.00002600,0,0.140000,,,0,,,,,,,,,,,,,,0.352,0.098,-0.098,0,,,,,1,1,0,,,,,,0.77,0.21,-0.21,0,0,2014-05-14,3.940,1.100,-1.100,0
1992,Kepler-248,b,Transit,2,6.30820500,0.00001000,-0.00001000,0,0.066000,,,0,,,,,,,,,,,,,,0.269,0.032,-0.032,0,,,,,0,1,0,,,,,,0.83,0.10,-0.10,0,0,2014-05-14,3.020,0.360,-0.360,0
1993,Kepler-248,c,Transit,2,16.23949400,0.00002400,-0.00002400,0,0.123000,,,0,,,,,,,,,,,,,,0.363,0.044,-0.044,0,,,,,0,1,0,,,,,,0.83,0.10,-0.10,0,0,2014-05-14,4.070,0.490,-0.490,0
1994,Kepler-249,b,Transit,3,3.30653900,0.00001000,-0.00001000,0,0.035000,,,0,,,,,,,,,,,,,,0.097,0.004,-0.004,0,,,,,0,1,0,,,,,,0.48,0.02,-0.02,0,0,2014-05-14,1.090,0.050,-0.050,0
1995,Kepler-249,c,Transit,3,7.11370200,0.00001800,-0.00001800,0,0.058000,,,0,,,,,,,,,,,,,,0.135,0.008,-0.008,0,,,,,0,1,0,,,,,,0.48,0.02,-0.02,0,0,2014-05-14,1.510,0.090,-0.090,0
1996,Kepler-249,d,Transit,3,15.36845900,0.00007000,-0.00007000,0,0.097000,,,0,,,,,,,,,,,,,,0.140,0.012,-0.012,0,,,,,0,1,0,,,,,,0.48,0.02,-0.02,0,0,2014-05-14,1.570,0.140,-0.140,0
1997,Kepler-25,b,Transit,3,6.23850000,,,0,,,,,,,,,,,,,0.03020,0.01321,-0.01321,0,Mass,0.242,0.004,-0.004,0,2.50000,1.10000,-1.10000,0,1,1,0,1.19,0.06,-0.06,0,0,1.31,0.02,-0.02,0,0,2016-10-27,2.710,0.050,-0.050,0
1998,Kepler-25,c,Transit,3,12.72040000,,,0,,,,,,,,,,,,,0.07740,0.01793,-0.01793,0,Mass,0.464,0.008,-0.008,0,0.90000,0.21000,-0.21000,0,1,1,0,1.19,0.06,-0.06,0,0,1.31,0.02,-0.02,0,0,2016-10-27,5.200,0.090,-0.090,0
1999,Kepler-25,d,Radial Velocity,3,123.00000000,2.00000000,-2.00000000,0,,,,,,,,,,,,,0.28300,0.04300,-0.04300,0,Mass,,,,,,,,,0,1,0,1.19,0.06,-0.06,0,0,1.31,0.02,-0.02,0,0,2014-05-14,,,,
2000,Kepler-250,b,Transit,3,4.14814100,0.00004600,-0.00004600,0,0.048000,,,0,,,,,,,,,,,,,,0.101,0.061,-0.061,0,,,,,0,1,0,0.80,,,0,0,0.81,0.46,-0.46,0,0,2014-05-14,1.130,0.680,-0.680,0
2001,Kepler-250,c,Transit,3,7.15680400,0.00002200,-0.00002200,0,0.069000,,,0,,,,,,,,,,,,,,0.203,0.117,-0.117,0,,,,,0,1,0,0.80,,,0,0,0.81,0.46,-0.46,0,0,2014-05-14,2.280,1.310,-1.310,0
2002,Kepler-250,d,Transit,3,17.64831200,0.00008100,-0.00008100,0,0.127000,,,0,,,,,,,,,,,,,,0.194,0.112,-0.112,0,,,,,0,1,0,0.80,,,0,0,0.81,0.46,-0.46,0,0,2014-05-14,2.180,1.250,-1.250,0
2003,Kepler-251,b,Transit,4,4.79093600,0.00003700,-0.00003700,0,0.053000,,,0,,,,,,,,,,,,,,0.119,0.021,-0.021,0,,,,,0,1,0,0.91,,,0,0,0.89,0.15,-0.15,0,0,2014-05-14,1.330,0.240,-0.240,0
2004,Kepler-251,c,Transit,4,16.51404300,0.00005400,-0.00005400,0,0.122000,,,0,,,,,,,,,,,,,,0.247,0.044,-0.044,0,,,,,0,1,0,0.91,,,0,0,0.89,0.15,-0.15,0,0,2014-05-14,2.770,0.490,-0.490,0
2005,Kepler-251,d,Transit,4,30.13300100,0.00016100,-0.00016100,0,0.182000,,,0,,,,,,,,,,,,,,0.247,0.044,-0.044,0,,,,,0,1,0,0.91,,,0,0,0.89,0.15,-0.15,0,0,2014-05-14,2.770,0.490,-0.490,0
2006,Kepler-251,e,Transit,4,99.64016100,0.00107400,-0.00107400,0,0.404000,,,0,,,,,,,,,,,,,,0.247,0.044,-0.044,0,,,,,0,1,0,0.91,,,0,0,0.89,0.15,-0.15,0,0,2014-05-14,2.770,0.490,-0.490,0
2007,Kepler-252,b,Transit,2,6.66839100,0.00003100,-0.00003100,0,0.058000,,,0,,,,,,,,,,,,,,0.110,0.011,-0.011,0,,,,,0,1,0,0.52,,,0,0,0.55,0.03,-0.03,0,0,2014-05-14,1.230,0.120,-0.120,0
2008,Kepler-252,c,Transit,2,10.84846300,0.00001500,-0.00001500,0,0.080000,,,0,,,,,,,,,,,,,,0.192,0.012,-0.012,0,,,,,0,1,0,0.52,,,0,0,0.55,0.03,-0.03,0,0,2014-05-14,2.150,0.130,-0.130,0
2009,Kepler-253,b,Transit,3,3.78398600,0.00001700,-0.00001700,0,0.046000,,,0,,,,,,,,,,,,,,0.145,0.060,-0.060,0,,,,,0,1,0,,,,,,0.79,0.32,-0.32,0,0,2014-05-14,1.630,0.670,-0.670,0
2010,Kepler-253,c,Transit,3,10.28195100,0.00003200,-0.00003200,0,0.089000,,,0,,,,,,,,,,,,,,0.236,0.099,-0.099,0,,,,,0,1,0,,,,,,0.79,0.32,-0.32,0,0,2014-05-14,2.650,1.110,-1.110,0
2011,Kepler-253,d,Transit,3,18.11986900,0.00006600,-0.00006600,0,0.130000,,,0,,,,,,,,,,,,,,0.283,0.116,-0.116,0,,,,,0,1,0,,,,,,0.79,0.32,-0.32,0,0,2014-05-14,3.170,1.300,-1.300,0
2012,Kepler-254,b,Transit,3,5.82666200,0.00001000,-0.00001000,0,0.064000,,,0,,,,,,,,,,,,,,0.345,0.165,-0.165,0,,,,,0,1,0,,,,,,0.91,0.43,-0.43,0,0,2014-05-14,3.870,1.850,-1.850,0
2013,Kepler-254,c,Transit,3,12.41218300,0.00008200,-0.00008200,0,0.105000,,,0,,,,,,,,,,,,,,0.192,0.092,-0.092,0,,,,,0,1,0,,,,,,0.91,0.43,-0.43,0,0,2014-05-14,2.150,1.030,-1.030,0
2014,Kepler-254,d,Transit,3,18.74647700,0.00012100,-0.00012100,0,0.139000,,,0,,,,,,,,,,,,,,0.223,0.106,-0.106,0,,,,,0,1,0,,,,,,0.91,0.43,-0.43,0,0,2014-05-14,2.500,1.190,-1.190,0
2015,Kepler-255,b,Transit,3,5.71460600,0.00005200,-0.00005200,0,0.063000,,,0,,,,,,,,,,,,,,0.138,0.055,-0.055,0,,,,,0,1,0,0.97,,,0,0,0.93,0.37,-0.37,0,0,2014-05-14,1.550,0.620,-0.620,0
2016,Kepler-255,c,Transit,3,9.94604700,0.00003500,-0.00003500,0,0.092000,,,0,,,,,,,,,,,,,,0.267,0.105,-0.105,0,,,,,0,1,0,0.97,,,0,0,0.93,0.37,-0.37,0,0,2014-05-14,2.990,1.180,-1.180,0
2017,Kepler-255,d,Transit,3,1.04562266,0.00000267,-0.00000267,0,,,,,,,,,,,,,,,,,,0.118,0.012,-0.009,0,,,,,0,1,0,0.97,,,0,0,0.93,0.37,-0.37,0,0,2016-05-10,1.320,0.140,-0.100,0
2018,Kepler-256,b,Transit,4,1.62049300,0.00000900,-0.00000900,0,0.027000,,,0,,,,,,,,,,,,,,0.142,0.035,-0.035,0,,,,,0,1,0,1.02,,,0,0,1.30,0.32,-0.32,0,0,2014-05-14,1.590,0.390,-0.390,0
2019,Kepler-256,c,Transit,4,3.38802000,0.00001600,-0.00001600,0,0.045000,,,0,,,,,,,,,,,,,,0.192,0.047,-0.047,0,,,,,0,1,0,1.02,,,0,0,1.30,0.32,-0.32,0,0,2014-05-14,2.150,0.530,-0.530,0
2020,Kepler-256,d,Transit,4,5.83917200,0.00003100,-0.00003100,0,0.064000,,,0,,,,,,,,,,,,,,0.221,0.056,-0.056,0,,,,,0,1,0,1.02,,,0,0,1.30,0.32,-0.32,0,0,2014-05-14,2.480,0.630,-0.630,0
2021,Kepler-256,e,Transit,4,10.68157200,0.00006600,-0.00006600,0,0.096000,,,0,,,,,,,,,,,,,,0.210,0.052,-0.052,0,,,,,0,1,0,1.02,,,0,0,1.30,0.32,-0.32,0,0,2014-05-14,2.350,0.580,-0.580,0
2022,Kepler-257,b,Transit,3,2.38266700,0.00000600,-0.00000600,0,0.034000,,,0,,,,,,,,,,,,,,0.233,0.117,-0.117,0,,,,,0,1,0,,,,,,1.04,0.52,-0.52,0,0,2014-05-14,2.610,1.310,-1.310,0
2023,Kepler-257,c,Transit,3,6.58148400,0.00000800,-0.00000800,0,0.066000,,,0,,,,,,,,,,,,,,0.483,0.243,-0.243,0,,,,,0,1,0,,,,,,1.04,0.52,-0.52,0,0,2014-05-14,5.410,2.720,-2.720,0
2024,Kepler-257,d,Transit,3,24.66455100,0.00005100,-0.00005100,0,0.160000,,,0,,,,,,,,,,,,,,0.442,0.221,-0.221,0,,,,,0,1,0,,,,,,1.04,0.52,-0.52,0,0,2014-05-14,4.950,2.480,-2.480,0
2025,Kepler-258,b,Transit,2,13.19722000,0.00001900,-0.00001900,0,0.103000,,,0,,,,,,,,,,,,,,0.362,0.242,-0.242,0,,,,,0,1,0,0.80,,,0,0,0.92,0.61,-0.61,0,0,2014-05-14,4.060,2.710,-2.710,0
2026,Kepler-258,c,Transit,2,33.65307900,0.00018900,-0.00018900,0,0.193000,,,0,,,,,,,,,,,,,,0.322,0.217,-0.217,0,,,,,0,1,0,0.80,,,0,0,0.92,0.61,-0.61,0,0,2014-05-14,3.610,2.430,-2.430,0
2027,Kepler-259,b,Transit,2,8.11531700,0.00002200,-0.00002200,0,0.079000,,,0,,,,,,,,,,,,,,0.250,0.122,-0.122,0,,,,,0,1,0,,,,,,0.90,0.43,-0.43,0,0,2014-05-14,2.800,1.370,-1.370,0
2028,Kepler-259,c,Transit,2,36.92493100,0.00018100,-0.00018100,0,0.217000,,,0,,,,,,,,,,,,,,0.241,0.117,-0.117,0,,,,,0,1,0,,,,,,0.90,0.43,-0.43,0,0,2014-05-14,2.700,1.310,-1.310,0
2029,Kepler-26,b,Transit,4,12.28000000,0.00030000,-0.00030000,0,,,,,,,,,,,,,0.01611,0.00205,-0.00192,0,Mass,0.248,0.010,-0.010,0,1.26000,0.21000,-0.19000,0,1,1,0,0.54,0.03,-0.03,0,0,0.51,0.02,-0.02,0,0,2016-04-07,2.780,0.110,-0.110,0
2030,Kepler-26,c,Transit,4,17.25590000,0.00060000,-0.00060000,0,,,,,,,,,,,,,0.01951,0.00205,-0.00205,0,Mass,0.243,0.011,-0.011,0,1.61000,0.27000,-0.22000,0,1,1,0,0.54,0.03,-0.03,0,0,0.51,0.02,-0.02,0,0,2016-04-07,2.720,0.120,-0.120,0
2031,Kepler-26,d,Transit,4,3.54391900,0.00001500,-0.00001500,0,0.039000,,,0,,,,,,,,,,,,,,0.095,0.005,-0.005,0,,,,,0,1,0,0.54,0.03,-0.03,0,0,0.51,0.02,-0.02,0,0,2014-05-14,1.070,0.060,-0.060,0
2032,Kepler-26,e,Transit,4,46.82791500,0.00017300,-0.00017300,0,0.220000,,,0,,,,,,,,,,,,,,0.215,0.013,-0.013,0,,,,,0,1,0,0.54,0.03,-0.03,0,0,0.51,0.02,-0.02,0,0,2014-05-14,2.410,0.150,-0.150,0
2033,Kepler-260,b,Transit,2,8.18739900,0.00002200,-0.00002200,0,0.075000,,,0,,,,,,,,,,,,,,0.179,0.049,-0.049,0,,,,,0,1,0,0.88,,,0,0,0.86,0.23,-0.23,0,0,2014-05-14,2.010,0.550,-0.550,0
2034,Kepler-260,c,Transit,2,76.05017800,0.00102600,-0.00102600,0,0.332000,,,0,,,,,,,,,,,,,,0.155,0.048,-0.048,0,,,,,0,1,0,0.88,,,0,0,0.86,0.23,-0.23,0,0,2014-05-14,1.740,0.540,-0.540,0
2035,Kepler-261,b,Transit,2,10.38122700,0.00001600,-0.00001600,0,0.088000,,,0,,,,,,,,,,,,,,0.194,0.012,-0.012,0,,,,,0,1,0,0.87,,,0,0,0.79,0.05,-0.05,0,0,2014-05-14,2.180,0.140,-0.140,0
2036,Kepler-261,c,Transit,2,24.57085800,0.00006900,-0.00006900,0,0.156000,,,0,,,,,,,,,,,,,,0.178,0.012,-0.012,0,,,,,0,1,0,0.87,,,0,0,0.79,0.05,-0.05,0,0,2014-05-14,2.000,0.140,-0.140,0
2037,Kepler-262,b,Transit,2,13.06085500,0.00016400,-0.00016400,0,0.108000,,,0,,,,,,,,,,,,,,0.121,0.053,-0.053,0,,,,,0,1,0,,,,,,0.88,0.36,-0.36,0,0,2014-05-14,1.360,0.590,-0.590,0
2038,Kepler-262,c,Transit,2,21.85372200,0.00018700,-0.00018700,0,0.152000,,,0,,,,,,,,,,,,,,0.146,0.061,-0.061,0,,,,,0,1,0,,,,,,0.88,0.36,-0.36,0,0,2014-05-14,1.640,0.680,-0.680,0
2039,Kepler-263,b,Transit,2,16.56808700,0.00006500,-0.00006500,0,0.120000,,,0,,,,,,,,,,,,,,0.238,0.129,-0.129,0,,,,,0,1,0,,,,,,0.79,0.43,-0.43,0,0,2014-05-14,2.670,1.450,-1.450,0
2040,Kepler-263,c,Transit,2,47.33277300,0.00045600,-0.00045600,0,0.242000,,,0,,,,,,,,,,,,,,0.220,0.120,-0.120,0,,,,,0,1,0,,,,,,0.79,0.43,-0.43,0,0,2014-05-14,2.470,1.350,-1.350,0
2041,Kepler-264,b,Transit,2,40.80623100,0.00053800,-0.00053800,0,0.249000,,,0,,,,,,,,,,,,,,0.297,0.066,-0.066,0,,,,,0,1,0,1.32,,,0,0,1.55,0.31,-0.31,0,0,2014-05-14,3.330,0.740,-0.740,0
2042,Kepler-264,c,Transit,2,140.10126100,0.00367800,-0.00367800,0,0.566000,,,0,,,,,,,,,,,,,,0.252,0.052,-0.052,0,,,,,0,1,0,1.32,,,0,0,1.55,0.31,-0.31,0,0,2014-05-14,2.830,0.580,-0.580,0
2043,Kepler-265,b,Transit,4,6.84626200,0.00006300,-0.00006300,0,0.069000,,,0,,,,,,,,,,,,,,0.166,0.040,-0.040,0,,,,,0,1,0,1.03,,,0,0,1.10,0.23,-0.23,0,0,2014-05-14,1.860,0.450,-0.450,0
2044,Kepler-265,c,Transit,4,17.02893700,0.00013600,-0.00013600,0,0.127000,,,0,,,,,,,,,,,,,,0.235,0.049,-0.049,0,,,,,0,1,0,1.03,,,0,0,1.10,0.23,-0.23,0,0,2014-05-14,2.630,0.550,-0.550,0
2045,Kepler-265,d,Transit,4,43.13061700,0.00065800,-0.00065800,0,0.236000,,,0,,,,,,,,,,,,,,0.222,0.048,-0.048,0,,,,,0,1,0,1.03,,,0,0,1.10,0.23,-0.23,0,0,2014-05-14,2.490,0.540,-0.540,0
2046,Kepler-265,e,Transit,4,67.83102400,0.00139600,-0.00139600,0,0.319000,,,0,,,,,,,,,,,,,,0.231,0.049,-0.049,0,,,,,0,1,0,1.03,,,0,0,1.10,0.23,-0.23,0,0,2014-05-14,2.590,0.550,-0.550,0
2047,Kepler-266,b,Transit,2,6.61833000,0.00004800,-0.00004800,0,0.071000,,,0,,,,,,,,,,,,,,0.221,0.107,-0.107,0,,,,,0,1,0,0.99,,,0,0,1.03,0.50,-0.50,0,0,2014-05-14,2.480,1.200,-1.200,0
2048,Kepler-266,c,Transit,2,107.72360100,0.00164300,-0.00164300,0,0.457000,,,0,,,,,,,,,,,,,,0.347,0.169,-0.169,0,,,,,0,1,0,0.99,,,0,0,1.03,0.50,-0.50,0,0,2014-05-14,3.890,1.890,-1.890,0
2049,Kepler-267,b,Transit,3,3.35372800,0.00000700,-0.00000700,0,0.037000,,,0,,,,,,,,,,,,,,0.177,0.008,-0.008,0,,,,,0,1,0,0.56,,,0,0,0.56,0.02,-0.02,0,0,2014-05-14,1.980,0.090,-0.090,0
2050,Kepler-267,c,Transit,3,6.87745000,0.00001600,-0.00001600,0,0.060000,,,0,,,,,,,,,,,,,,0.190,0.010,-0.010,0,,,,,0,1,0,0.56,,,0,0,0.56,0.02,-0.02,0,0,2014-05-14,2.130,0.110,-0.110,0
2051,Kepler-267,d,Transit,3,28.46451500,0.00018000,-0.00018000,0,0.154000,,,0,,,,,,,,,,,,,,0.203,0.011,-0.011,0,,,,,0,1,0,0.56,,,0,0,0.56,0.02,-0.02,0,0,2014-05-14,2.270,0.120,-0.120,0
2052,Kepler-268,b,Transit,2,25.93413800,0.00014200,-0.00014200,0,0.180000,,,0,,,,,,,,,,,,,,0.227,0.042,-0.042,0,,,,,0,1,0,,,,,,1.27,0.23,-0.23,0,0,2014-05-14,2.550,0.470,-0.470,0
2053,Kepler-268,c,Transit,2,83.44639300,0.00076100,-0.00076100,0,0.391000,,,0,,,,,,,,,,,,,,0.302,0.062,-0.062,0,,,,,0,1,0,,,,,,1.27,0.23,-0.23,0,0,2014-05-14,3.380,0.690,-0.690,0
2054,Kepler-269,b,Transit,2,5.32671800,0.00003500,-0.00003500,0,0.061000,,,0,,,,,,,,,,,,,,0.220,0.103,-0.103,0,,,,,0,1,0,0.98,,,0,0,0.96,0.43,-0.43,0,0,2014-05-14,2.470,1.150,-1.150,0
2055,Kepler-269,c,Transit,2,8.12789900,0.00014900,-0.00014900,0,0.081000,,,0,,,,,,,,,,,,,,0.151,0.071,-0.071,0,,,,,0,1,0,0.98,,,0,0,0.96,0.43,-0.43,0,0,2014-05-14,1.690,0.800,-0.800,0
2056,Kepler-27,b,Transit,2,15.33480000,,,0,0.118000,,,0,,,,,,,,,9.11000,,,1,Mass,0.357,,,0,,,,,1,1,0,0.65,0.16,-0.16,0,0,0.59,0.15,-0.15,0,0,2014-05-14,4.000,,,0
2057,Kepler-27,c,Transit,2,31.33090000,,,0,0.191000,,,0,,,,,,,,,13.80000,,,1,Mass,0.437,,,0,,,,,1,1,0,0.65,0.16,-0.16,0,0,0.59,0.15,-0.15,0,0,2014-05-14,4.900,,,0
2058,Kepler-270,b,Transit,2,11.47609400,0.00007100,-0.00007100,0,0.107000,,,0,,,,,,,,,,,,,,0.179,0.036,-0.036,0,,,,,0,1,0,,,,,,1.46,0.28,-0.28,0,0,2014-05-14,2.010,0.400,-0.400,0
2059,Kepler-270,c,Transit,2,25.26288700,0.00059900,-0.00059900,0,0.180000,,,0,,,,,,,,,,,,,,0.158,0.033,-0.033,0,,,,,0,1,0,,,,,,1.46,0.28,-0.28,0,0,2014-05-14,1.770,0.370,-0.370,0
2060,Kepler-271,b,Transit,3,5.21773800,0.00004300,-0.00004300,0,0.056000,,,0,,,,,,,,,,,,,,0.079,0.014,-0.014,0,,,,,0,1,0,,,,,,0.88,0.16,-0.16,0,0,2014-05-14,0.890,0.160,-0.160,0
2061,Kepler-271,c,Transit,3,7.41093500,0.00004900,-0.00004900,0,0.071000,,,0,,,,,,,,,,,,,,0.089,0.016,-0.016,0,,,,,0,1,0,,,,,,0.88,0.16,-0.16,0,0,2014-05-14,1.000,0.180,-0.180,0
2062,Kepler-271,d,Transit,3,5.24972541,0.00004062,-0.00004062,0,,,,,,,,,,,,,,,,,,0.059,0.004,-0.004,0,,,,,0,1,0,,,,,,0.88,0.16,-0.16,0,0,2016-05-10,0.660,0.050,-0.050,0
2063,Kepler-272,b,Transit,3,2.97135300,0.00001700,-0.00001700,0,0.038000,,,0,,,,,,,,,,,,,,0.128,0.069,-0.069,0,,,,,0,1,0,0.79,,,0,0,0.93,0.50,-0.50,0,0,2014-05-14,1.430,0.770,-0.770,0
2064,Kepler-272,c,Transit,3,6.05734200,0.00003700,-0.00003700,0,0.061000,,,0,,,,,,,,,,,,,,0.160,0.086,-0.086,0,,,,,0,1,0,0.79,,,0,0,0.93,0.50,-0.50,0,0,2014-05-14,1.790,0.960,-0.960,0
2065,Kepler-272,d,Transit,3,10.93730400,0.00007300,-0.00007300,0,0.091000,,,0,,,,,,,,,,,,,,0.201,0.109,-0.109,0,,,,,0,1,0,0.79,,,0,0,0.93,0.50,-0.50,0,0,2014-05-14,2.250,1.220,-1.220,0
2066,Kepler-273,b,Transit,2,2.93653200,0.00000900,-0.00000900,0,0.037000,,,0,,,,,,,,,,,,,,0.134,0.077,-0.077,0,,,,,0,1,0,,,,,,0.81,0.46,-0.46,0,0,2014-05-14,1.500,0.860,-0.860,0
2067,Kepler-273,c,Transit,2,8.01492700,0.00005200,-0.00005200,0,0.073000,,,0,,,,,,,,,,,,,,0.177,0.103,-0.103,0,,,,,0,1,0,,,,,,0.81,0.46,-0.46,0,0,2014-05-14,1.980,1.150,-1.150,0
2068,Kepler-274,b,Transit,2,11.63478800,0.00013400,-0.00013400,0,0.101000,,,0,,,,,,,,,,,,,,0.137,0.075,-0.075,0,,,,,0,1,0,,,,,,1.01,0.54,-0.54,0,0,2014-05-14,1.540,0.840,-0.840,0
2069,Kepler-274,c,Transit,2,33.19786100,0.00089400,-0.00089400,0,0.204000,,,0,,,,,,,,,,,,,,0.164,0.089,-0.089,0,,,,,0,1,0,,,,,,1.01,0.54,-0.54,0,0,2014-05-14,1.840,1.000,-1.000,0
2070,Kepler-275,b,Transit,3,10.30068200,0.00025400,-0.00025400,0,0.098000,,,0,,,,,,,,,,,,,,0.209,0.040,-0.040,0,,,,,0,1,0,1.24,,,0,0,1.38,0.26,-0.26,0,0,2014-05-14,2.340,0.450,-0.450,0
2071,Kepler-275,c,Transit,3,16.08813400,0.00016400,-0.00016400,0,0.132000,,,0,,,,,,,,,,,,,,0.302,0.057,-0.057,0,,,,,0,1,0,1.24,,,0,0,1.38,0.26,-0.26,0,0,2014-05-14,3.380,0.640,-0.640,0
2072,Kepler-275,d,Transit,3,35.67606200,0.00064100,-0.00064100,0,0.224000,,,0,,,,,,,,,,,,,,0.297,0.066,-0.066,0,,,,,0,1,0,1.24,,,0,0,1.38,0.26,-0.26,0,0,2014-05-14,3.330,0.740,-0.740,0
2073,Kepler-276,b,Transit,3,14.12841000,0.00011100,-0.00011100,0,0.119000,,,0,,,,,,,,,,,,,,0.256,0.120,-0.120,0,,,,,0,1,0,1.10,0.22,-0.14,0,0,1.05,0.48,-0.48,0,0,2014-05-14,2.870,1.350,-1.350,0
2074,Kepler-276,c,Transit,3,31.88400000,,,0,,,,,,,,,,,,,0.05200,0.01400,-0.01100,0,Mass,0.259,0.113,-0.025,0,,,,,1,1,0,1.10,0.22,-0.14,0,0,1.05,0.48,-0.48,0,0,2014-05-14,2.900,1.270,-0.280,0
2075,Kepler-276,d,Transit,3,48.64800000,,,0,,,,,,,,,,,,,0.05100,0.01600,-0.01400,0,Mass,0.250,0.110,-0.024,0,,,,,1,1,0,1.10,0.22,-0.14,0,0,1.05,0.48,-0.48,0,0,2014-05-14,2.800,1.230,-0.270,0
2076,Kepler-277,b,Transit,2,17.32400000,,,0,,,,,,,,,,,,,0.27500,0.13100,-0.12600,0,Mass,0.261,0.065,-0.056,0,,,,,1,1,0,1.12,0.19,-0.11,0,0,1.69,0.42,-0.36,0,0,2014-05-14,2.920,0.730,-0.630,0
